SNR,MCS,PRBs,TBS,m_type,predicted_dec_time,dec_time,p_err
24,16,117,77896,GPU,107.7822036743164,82.05904,31.347141855810662
24,16,117,77896,GPU,107.7822036743164,82.05904,31.347141855810662
24,16,121,79896,CPU,773.77197265625,759.10522,1.932110631020291
24,16,121,79896,CPU,773.77197265625,740.44422,4.501048391768124
24,16,121,79896,CPU,773.77197265625,747.74722,3.4804211851499804
24,16,121,79896,CPU,773.77197265625,750.04122,3.1639264647681693
24,16,121,79896,CPU,773.77197265625,741.68822,4.325773524655683
24,16,121,79896,CPU,773.77197265625,748.23622,3.4127929086686013
24,16,121,79896,CPU,773.77197265625,754.30722,2.580480756401877
24,16,121,79896,CPU,773.77197265625,754.05622,2.614626354550851
24,16,121,79896,CPU,773.77197265625,747.73522,3.4820818867205388
24,16,121,79896,GPU,108.78460693359375,105.58122,3.034049931980089
24,16,121,79896,GPU,108.78460693359375,105.58122,3.034049931980089
24,16,121,79896,GPU,108.78460693359375,105.58122,3.034049931980089
24,16,121,79896,GPU,108.78460693359375,106.60522,2.0443529253011694
24,16,121,79896,GPU,108.78460693359375,106.60522,2.0443529253011694
24,16,121,79896,GPU,108.78460693359375,106.60522,2.0443529253011694
24,16,121,79896,GPU,108.78460693359375,105.58122,3.034049931980089
24,16,121,79896,GPU,108.78460693359375,105.58122,3.034049931980089
24,16,121,79896,GPU,108.78460693359375,105.58122,3.034049931980089
24,16,124,81976,CPU,792.2435302734375,748.63817,5.824624233818796
24,16,124,81976,CPU,792.2435302734375,748.94817,5.780821959073282
24,16,124,81976,CPU,792.2435302734375,761.54117,4.031608727527828
24,16,124,81976,CPU,792.2435302734375,760.70217,4.146348139566563
24,16,124,81976,CPU,792.2435302734375,755.69117,4.836944207438264
24,16,124,81976,CPU,792.2435302734375,754.76117,4.9661219685476805
24,16,124,81976,CPU,792.2435302734375,750.92117,5.502889241148647
24,16,124,81976,CPU,792.2435302734375,764.76017,3.5937227580036604
24,16,124,81976,CPU,792.2435302734375,753.88717,5.087811784015045
24,16,124,81976,GPU,109.82711029052734,106.61517,3.012648472564774
24,16,124,81976,GPU,109.82711029052734,107.63917,2.032661800093173
24,16,124,81976,GPU,109.82711029052734,106.61517,3.012648472564774
24,16,124,81976,GPU,109.82711029052734,107.63917,2.032661800093173
24,16,124,81976,GPU,109.82711029052734,106.61517,3.012648472564774
24,16,124,81976,GPU,109.82711029052734,106.61517,3.012648472564774
24,16,124,81976,GPU,109.82711029052734,106.61517,3.012648472564774
24,16,124,81976,GPU,109.82711029052734,106.61517,3.012648472564774
24,16,124,81976,GPU,109.82711029052734,105.59117,4.011642536518289
24,16,127,83976,CPU,810.0047607421875,750.96435,7.861945875618134
24,16,127,83976,CPU,810.0047607421875,765.54035,5.808238682936505
24,16,127,83976,CPU,810.0047607421875,758.08535,6.848755320517347
24,16,127,83976,CPU,810.0047607421875,749.38235,8.089650195549378
24,16,127,83976,CPU,810.0047607421875,751.99435,7.714208323797571
24,16,127,83976,CPU,810.0047607421875,763.08435,6.148784304407178
24,16,127,83976,CPU,810.0047607421875,749.12035,8.127453851999544
24,16,127,83976,CPU,810.0047607421875,751.47035,7.789317401835939
24,16,127,83976,CPU,810.0047607421875,788.54835,2.72100128574075
24,16,127,83976,GPU,110.82950592041016,85.08135,30.26298468513976
24,16,127,83976,GPU,110.82950592041016,85.08135,30.26298468513976
24,16,127,83976,GPU,110.82950592041016,85.08135,30.26298468513976
24,16,127,83976,GPU,110.82950592041016,86.10535,28.713844053139738
24,16,127,83976,GPU,110.82950592041016,86.10535,28.713844053139738
24,16,127,83976,GPU,110.82950592041016,86.10535,28.713844053139738
24,16,127,83976,GPU,110.82950592041016,86.10535,28.713844053139738
24,16,127,83976,GPU,110.82950592041016,86.10535,28.713844053139738
24,16,127,83976,GPU,110.82950592041016,85.08135,30.26298468513976
24,16,130,86040,CPU,828.3341064453125,828.22034,0.013736253484493671
24,16,130,86040,CPU,828.3341064453125,807.76234,2.5467597864629967
24,16,130,86040,CPU,828.3341064453125,816.79334,1.412935914158232
24,16,130,86040,CPU,828.3341064453125,811.46734,2.0785514849325253
24,16,130,86040,CPU,828.3341064453125,826.03434,0.27841051321334376
24,16,130,86040,CPU,828.3341064453125,821.40534,0.8435258584163181
24,16,130,86040,CPU,828.3341064453125,821.16934,0.8725077881393459
24,16,130,86040,CPU,828.3341064453125,842.52434,-1.6842520602654103
24,16,130,86040,CPU,828.3341064453125,816.23734,1.4820158123754155
24,16,130,86040,GPU,111.8639907836914,86.10734,29.91225926116335
24,16,130,86040,GPU,111.8639907836914,86.10734,29.91225926116335
24,16,130,86040,GPU,111.8639907836914,86.10734,29.91225926116335
24,16,130,86040,GPU,111.8639907836914,87.13134,28.385481944489104
24,16,130,86040,GPU,111.8639907836914,86.10734,29.91225926116335
24,16,130,86040,GPU,111.8639907836914,86.10734,29.91225926116335
24,16,130,86040,GPU,111.8639907836914,87.13134,28.385481944489104
24,16,130,86040,GPU,111.8639907836914,87.13134,28.385481944489104
24,16,130,86040,GPU,111.8639907836914,86.10734,29.91225926116335
24,16,133,88064,CPU,846.308349609375,828.42045,2.159277889551742
24,16,133,88064,CPU,846.308349609375,832.14245,1.7023407001259154
24,16,133,88064,CPU,846.308349609375,819.88645,3.2226291347265263
24,16,133,88064,CPU,846.308349609375,818.12045,3.4454461576379116
24,16,133,88064,CPU,846.308349609375,830.86645,1.858529684207975
24,16,133,88064,CPU,846.308349609375,813.48345,4.0351035548879395
24,16,133,88064,CPU,846.308349609375,818.36345,3.4147296790167077
24,16,133,88064,CPU,846.308349609375,824.15045,2.688574593313032
24,16,133,88064,CPU,846.308349609375,816.51245,3.6491665998938605
24,16,133,88064,GPU,112.87842559814453,86.08945,31.11760569749781
24,16,133,88064,GPU,112.87842559814453,83.01745,35.96951676803435
24,16,133,88064,GPU,112.87842559814453,83.01745,35.96951676803435
24,16,133,88064,GPU,112.87842559814453,81.99345,37.66761320342605
24,16,133,88064,GPU,112.87842559814453,81.99345,37.66761320342605
24,16,133,88064,GPU,112.87842559814453,81.99345,37.66761320342605
24,16,133,88064,GPU,112.87842559814453,81.99345,37.66761320342605
24,16,133,88064,GPU,112.87842559814453,81.99345,37.66761320342605
24,16,133,88064,GPU,112.87842559814453,83.01745,35.96951676803435
24,16,139,92200,CPU,883.0384521484375,819.92442,7.697542676974719
24,16,139,92200,CPU,883.0384521484375,823.29842,7.256182047384171
24,16,139,92200,CPU,883.0384521484375,837.06142,5.49267127237061
24,16,139,92200,CPU,883.0384521484375,827.36242,6.729340226552403
24,16,139,92200,CPU,883.0384521484375,829.22442,6.489682509402882
24,16,139,92200,CPU,883.0384521484375,839.10942,5.2351971151077645
24,16,139,92200,CPU,883.0384521484375,834.23342,5.850284941645886
24,16,139,92200,CPU,883.0384521484375,832.28042,6.098669502334015
24,16,139,92200,CPU,883.0384521484375,843.26742,4.716301282982982
24,16,139,92200,GPU,114.9513931274414,90.19342,27.44986621800282
24,16,139,92200,GPU,114.9513931274414,90.19342,27.44986621800282
24,16,139,92200,GPU,114.9513931274414,89.16942,28.913469581210023
24,16,139,92200,GPU,114.9513931274414,90.19342,27.44986621800282
24,16,139,92200,GPU,114.9513931274414,89.16942,28.913469581210023
24,16,139,92200,GPU,114.9513931274414,90.19342,27.44986621800282
24,16,139,92200,GPU,114.9513931274414,89.16942,28.913469581210023
24,16,139,92200,GPU,114.9513931274414,89.16942,28.913469581210023
24,16,139,92200,GPU,114.9513931274414,90.19342,27.44986621800282
24,16,142,94248,CPU,901.2257080078125,906.46246,-0.5777130574373113
24,16,142,94248,CPU,901.2257080078125,899.21246,0.22389013691075138
24,16,142,94248,CPU,901.2257080078125,891.02646,1.1446627530918057
24,16,142,94248,CPU,901.2257080078125,899.28546,0.21575440659438178
24,16,142,94248,CPU,901.2257080078125,898.19046,0.3379292191338204
24,16,142,94248,CPU,901.2257080078125,896.32146,0.5471528047328575
24,16,142,94248,CPU,901.2257080078125,892.28746,1.0017229209757683
24,16,142,94248,CPU,901.2257080078125,890.47046,1.2078163724614173
24,16,142,94248,CPU,901.2257080078125,890.44446,1.2107715295137498
24,16,142,94248,GPU,115.97785186767578,90.18746,28.596427782394336
24,16,142,94248,GPU,115.97785186767578,91.21146,27.152719480288745
24,16,142,94248,GPU,115.97785186767578,90.18746,28.596427782394336
24,16,142,94248,GPU,115.97785186767578,90.18746,28.596427782394336
24,16,142,94248,GPU,115.97785186767578,90.18746,28.596427782394336
24,16,142,94248,GPU,115.97785186767578,90.18746,28.596427782394336
24,16,142,94248,GPU,115.97785186767578,90.18746,28.596427782394336
24,16,142,94248,GPU,115.97785186767578,90.18746,28.596427782394336
24,16,142,94248,GPU,115.97785186767578,90.18746,28.596427782394336
24,16,145,96264,CPU,919.12890625,887.49459,3.5644517280944763
24,16,145,96264,CPU,919.12890625,884.68059,3.8938704702450795
24,16,145,96264,CPU,919.12890625,894.04759,2.8053670219053983
24,16,145,96264,CPU,919.12890625,901.56859,1.9477515570945112
24,16,145,96264,CPU,919.12890625,893.14159,2.9096524605913885
24,16,145,96264,CPU,919.12890625,888.90359,3.4002918415483046
24,16,145,96264,CPU,919.12890625,898.06059,2.3459793787410215
24,16,145,96264,CPU,919.12890625,894.50159,2.7531886500056455
24,16,145,96264,CPU,919.12890625,913.11659,0.6584390554113168
24,16,145,96264,GPU,116.98827362060547,113.71759,2.876145740166906
24,16,145,96264,GPU,116.98827362060547,113.71759,2.876145740166906
24,16,145,96264,GPU,116.98827362060547,113.71759,2.876145740166906
24,16,145,96264,GPU,116.98827362060547,113.71759,2.876145740166906
24,16,145,96264,GPU,116.98827362060547,113.71759,2.876145740166906
24,16,145,96264,GPU,116.98827362060547,114.74159,1.9580377268656173
24,16,145,96264,GPU,116.98827362060547,113.71759,2.876145740166906
24,16,145,96264,GPU,116.98827362060547,113.71759,2.876145740166906
24,16,145,96264,GPU,116.98827362060547,113.71759,2.876145740166906
24,16,152,100392,CPU,955.7879028320312,892.06658,7.143112886487822
24,16,152,100392,CPU,955.7879028320312,914.15558,4.554183526619316
24,16,152,100392,CPU,955.7879028320312,885.72858,7.909795891652418
24,16,152,100392,CPU,955.7879028320312,888.83858,7.532225123714957
24,16,152,100392,CPU,955.7879028320312,900.57458,6.130899545491422
24,16,152,100392,CPU,955.7879028320312,894.26058,6.88024544613509
24,16,152,100392,CPU,955.7879028320312,897.17158,6.533457383038292
24,16,152,100392,CPU,955.7879028320312,911.83058,4.820777433460412
24,16,152,100392,CPU,955.7879028320312,907.72058,5.295387577533078
24,16,152,100392,GPU,119.0572280883789,94.26558,26.2997884152189
24,16,152,100392,GPU,119.0572280883789,93.24158,27.68684109426171
24,16,152,100392,GPU,119.0572280883789,93.24158,27.68684109426171
24,16,152,100392,GPU,119.0572280883789,93.24158,27.68684109426171
24,16,152,100392,GPU,119.0572280883789,94.26558,26.2997884152189
24,16,152,100392,GPU,119.0572280883789,94.26558,26.2997884152189
24,16,152,100392,GPU,119.0572280883789,94.26558,26.2997884152189
24,16,152,100392,GPU,119.0572280883789,93.24158,27.68684109426171
24,16,152,100392,GPU,119.0572280883789,93.24158,27.68684109426171
24,16,155,102416,CPU,973.7621459960938,974.09369,-0.03403615148213185
24,16,155,102416,CPU,973.7621459960938,968.69069,0.5235371877161049
24,16,155,102416,CPU,973.7621459960938,964.33769,0.9772983150843974
24,16,155,102416,CPU,973.7621459960938,960.27869,1.4041190475750083
24,16,155,102416,CPU,973.7621459960938,956.29569,1.8264702203241878
24,16,155,102416,CPU,973.7621459960938,957.94369,1.651292885085323
24,16,155,102416,CPU,973.7621459960938,950.41069,2.45698583168227
24,16,155,102416,CPU,973.7621459960938,961.18169,1.308853063575706
24,16,155,102416,CPU,973.7621459960938,955.13969,1.9497102037602247
24,16,155,102416,GPU,120.07166290283203,115.75169,3.73210352508204
24,16,155,102416,GPU,120.07166290283203,116.77569,2.8224820618332753
24,16,155,102416,GPU,120.07166290283203,116.77569,2.8224820618332753
24,16,155,102416,GPU,120.07166290283203,116.77569,2.8224820618332753
24,16,155,102416,GPU,120.07166290283203,116.77569,2.8224820618332753
24,16,155,102416,GPU,120.07166290283203,116.77569,2.8224820618332753
24,16,155,102416,GPU,120.07166290283203,116.77569,2.8224820618332753
24,16,155,102416,GPU,120.07166290283203,116.77569,2.8224820618332753
24,16,155,102416,GPU,120.07166290283203,116.77569,2.8224820618332753
24,16,158,104496,CPU,992.2335815429688,969.80964,2.312200314173904
24,16,158,104496,CPU,992.2335815429688,969.31864,2.36402567714666
24,16,158,104496,CPU,992.2335815429688,961.79164,3.1651285244035514
24,16,158,104496,CPU,992.2335815429688,961.07364,3.242201247239368
24,16,158,104496,CPU,992.2335815429688,955.08164,3.889923121437949
24,16,158,104496,CPU,992.2335815429688,962.26164,3.114739307592963
24,16,158,104496,CPU,992.2335815429688,958.42764,3.52722940492083
24,16,158,104496,CPU,992.2335815429688,951.72564,4.2562625026019845
24,16,158,104496,CPU,992.2335815429688,969.18064,2.3786011184631906
24,16,158,104496,GPU,121.1141586303711,96.30564,25.760192892515015
24,16,158,104496,GPU,121.1141586303711,96.30564,25.760192892515015
24,16,158,104496,GPU,121.1141586303711,95.28164,27.111748528227576
24,16,158,104496,GPU,121.1141586303711,95.28164,27.111748528227576
24,16,158,104496,GPU,121.1141586303711,96.30564,25.760192892515015
24,16,158,104496,GPU,121.1141586303711,95.28164,27.111748528227576
24,16,158,104496,GPU,121.1141586303711,95.28164,27.111748528227576
24,16,158,104496,GPU,121.1141586303711,95.28164,27.111748528227576
24,16,158,104496,GPU,121.1141586303711,95.28164,27.111748528227576
24,16,167,110632,CPU,1046.724853515625,1043.53879,0.30531337657557867
24,16,167,110632,CPU,1046.724853515625,1031.47179,1.4787669099147096
24,16,167,110632,CPU,1046.724853515625,1039.03579,0.7400191205757306
24,16,167,110632,CPU,1046.724853515625,1034.11979,1.2189171542326867
24,16,167,110632,CPU,1046.724853515625,1020.10579,2.609441469362216
24,16,167,110632,CPU,1046.724853515625,1040.18679,0.628547062746781
24,16,167,110632,CPU,1046.724853515625,1021.17179,2.5023275971641374
24,16,167,110632,CPU,1046.724853515625,1036.33179,1.0028702791820219
24,16,167,110632,CPU,1046.724853515625,1040.56079,0.5923789916805344
24,16,167,110632,GPU,124.18953704833984,120.85979,2.7550495068209533
24,16,167,110632,GPU,124.18953704833984,120.85979,2.7550495068209533
24,16,167,110632,GPU,124.18953704833984,120.85979,2.7550495068209533
24,16,167,110632,GPU,124.18953704833984,120.85979,2.7550495068209533
24,16,167,110632,GPU,124.18953704833984,120.85979,2.7550495068209533
24,16,167,110632,GPU,124.18953704833984,120.85979,2.7550495068209533
24,16,167,110632,GPU,124.18953704833984,120.85979,2.7550495068209533
24,16,167,110632,GPU,124.18953704833984,120.85979,2.7550495068209533
24,16,167,110632,GPU,124.18953704833984,120.85979,2.7550495068209533
24,16,170,112648,CPU,1064.6280517578125,1043.68292,2.0068481869773755
24,16,170,112648,CPU,1064.6280517578125,1033.82592,2.9794311752033167
24,16,170,112648,CPU,1064.6280517578125,1030.53092,3.308695653480497
24,16,170,112648,CPU,1064.6280517578125,1026.79792,3.6842820793611
24,16,170,112648,CPU,1064.6280517578125,1041.48592,2.2220302083212435
24,16,170,112648,CPU,1064.6280517578125,1025.42692,3.822908389981842
24,16,170,112648,CPU,1064.6280517578125,1052.28192,1.1732722498750716
24,16,170,112648,CPU,1064.6280517578125,1034.50192,2.9121387960123433
24,16,170,112648,CPU,1064.6280517578125,1036.60592,2.70325793217663
24,16,170,112648,GPU,125.19995880126953,122.88592,1.8830788761393757
24,16,170,112648,GPU,125.19995880126953,121.86192,2.7391976109268046
24,16,170,112648,GPU,125.19995880126953,122.88592,1.8830788761393757
24,16,170,112648,GPU,125.19995880126953,122.88592,1.8830788761393757
24,16,170,112648,GPU,125.19995880126953,121.86192,2.7391976109268046
24,16,170,112648,GPU,125.19995880126953,122.88592,1.8830788761393757
24,16,170,112648,GPU,125.19995880126953,122.88592,1.8830788761393757
24,16,170,112648,GPU,125.19995880126953,121.86192,2.7391976109268046
24,16,170,112648,GPU,125.19995880126953,121.86192,2.7391976109268046
24,16,173,114776,CPU,1083.52587890625,1048.44173,3.346313667451027
24,16,173,114776,CPU,1083.52587890625,1039.91573,4.193623353139399
24,16,173,114776,CPU,1083.52587890625,1053.92873,2.8082685350317673
24,16,173,114776,CPU,1083.52587890625,1060.31573,2.188984681595733
24,16,173,114776,CPU,1083.52587890625,1047.02973,3.485684108153264
24,16,173,114776,CPU,1083.52587890625,1052.69673,2.9285878855394674
24,16,173,114776,CPU,1083.52587890625,1039.38073,4.247254892463699
24,16,173,114776,CPU,1083.52587890625,1037.02973,4.483588807646819
24,16,173,114776,CPU,1083.52587890625,1053.20873,2.878550855370325
24,16,173,114776,GPU,126.26651763916016,122.91973,2.722742426427519
24,16,173,114776,GPU,126.26651763916016,123.94373,1.8740662711701142
24,16,173,114776,GPU,126.26651763916016,122.91973,2.722742426427519
24,16,173,114776,GPU,126.26651763916016,122.91973,2.722742426427519
24,16,173,114776,GPU,126.26651763916016,122.91973,2.722742426427519
24,16,173,114776,GPU,126.26651763916016,122.91973,2.722742426427519
24,16,173,114776,GPU,126.26651763916016,123.94373,1.8740662711701142
24,16,173,114776,GPU,126.26651763916016,122.91973,2.722742426427519
24,16,173,114776,GPU,126.26651763916016,122.91973,2.722742426427519
24,16,177,116792,CPU,1101.4293212890625,1048.67787,5.030281728846106
24,16,177,116792,CPU,1101.4293212890625,1033.29787,6.59359254162233
24,16,177,116792,CPU,1101.4293212890625,1047.63987,5.1343455732610215
24,16,177,116792,CPU,1101.4293212890625,1042.62587,5.6399378704330845
24,16,177,116792,CPU,1101.4293212890625,1034.28887,6.491460290882024
24,16,177,116792,CPU,1101.4293212890625,1059.68887,3.938934575113783
24,16,177,116792,CPU,1101.4293212890625,1018.79187,8.111318290070619
24,16,177,116792,CPU,1101.4293212890625,1029.69587,6.966469748884443
24,16,177,116792,CPU,1101.4293212890625,1034.84787,6.433936158081133
24,16,177,116792,GPU,127.27693939208984,123.92187,2.707407007407042
24,16,177,116792,GPU,127.27693939208984,123.92187,2.707407007407042
24,16,177,116792,GPU,127.27693939208984,123.92187,2.707407007407042
24,16,177,116792,GPU,127.27693939208984,124.94587,1.8656634205595146
24,16,177,116792,GPU,127.27693939208984,123.92187,2.707407007407042
24,16,177,116792,GPU,127.27693939208984,123.92187,2.707407007407042
24,16,177,116792,GPU,127.27693939208984,123.92187,2.707407007407042
24,16,177,116792,GPU,127.27693939208984,124.94587,1.8656634205595146
24,16,177,116792,GPU,127.27693939208984,124.94587,1.8656634205595146
24,16,180,118896,CPU,1120.1141357421875,1142.08074,-1.9233845286466003
24,16,180,118896,CPU,1120.1141357421875,1111.73474,0.7537225779404354
24,16,180,118896,CPU,1120.1141357421875,1111.94574,0.7346038073933008
24,16,180,118896,CPU,1120.1141357421875,1105.23874,1.3458988726894872
24,16,180,118896,CPU,1120.1141357421875,1097.46574,2.063699568625022
24,16,180,118896,CPU,1120.1141357421875,1104.14674,1.4461298633357005
24,16,180,118896,CPU,1120.1141357421875,1110.37074,0.87749031843071
24,16,180,118896,CPU,1120.1141357421875,1109.36674,0.9687865477369156
24,16,180,118896,CPU,1120.1141357421875,1098.96274,1.9246690513081053
24,16,180,118896,GPU,128.3314666748047,124.96774,2.691676007587783
24,16,180,118896,GPU,128.3314666748047,125.99174,1.857047672176521
24,16,180,118896,GPU,128.3314666748047,124.96774,2.691676007587783
24,16,180,118896,GPU,128.3314666748047,124.96774,2.691676007587783
24,16,180,118896,GPU,128.3314666748047,125.99174,1.857047672176521
24,16,180,118896,GPU,128.3314666748047,124.96774,2.691676007587783
24,16,180,118896,GPU,128.3314666748047,124.96774,2.691676007587783
24,16,180,118896,GPU,128.3314666748047,124.96774,2.691676007587783
24,16,180,118896,GPU,128.3314666748047,124.96774,2.691676007587783
24,16,183,120936,CPU,1138.2308349609375,1113.01681,2.265376832982192
24,16,183,120936,CPU,1138.2308349609375,1175.80281,-3.1954316420678066
24,16,183,120936,CPU,1138.2308349609375,1104.72681,3.0327882565769917
24,16,183,120936,CPU,1138.2308349609375,1109.67981,2.5729065901394934
24,16,183,120936,CPU,1138.2308349609375,1115.55181,2.032987151079748
24,16,183,120936,CPU,1138.2308349609375,1097.98181,3.6657278467060856
24,16,183,120936,CPU,1138.2308349609375,1099.63381,3.5099889263078823
24,16,183,120936,CPU,1138.2308349609375,1115.94181,1.9973286027286197
24,16,183,120936,CPU,1138.2308349609375,1110.68681,2.479909251910318
24,16,183,120936,GPU,129.3539276123047,125.98181,2.6766702370006366
24,16,183,120936,GPU,129.3539276123047,125.98181,2.6766702370006366
24,16,183,120936,GPU,129.3539276123047,127.00581,1.8488269255593037
24,16,183,120936,GPU,129.3539276123047,125.98181,2.6766702370006366
24,16,183,120936,GPU,129.3539276123047,125.98181,2.6766702370006366
24,16,183,120936,GPU,129.3539276123047,127.00581,1.8488269255593037
24,16,183,120936,GPU,129.3539276123047,125.98181,2.6766702370006366
24,16,183,120936,GPU,129.3539276123047,125.98181,2.6766702370006366
24,16,183,120936,GPU,129.3539276123047,125.98181,2.6766702370006366
24,16,186,122976,CPU,1156.34716796875,1097.85487,5.327871612825301
24,16,186,122976,CPU,1156.34716796875,1097.97087,5.3167437828974355
24,16,186,122976,CPU,1156.34716796875,1087.33587,6.346824368881519
24,16,186,122976,CPU,1156.34716796875,1100.79687,5.046371359027402
24,16,186,122976,CPU,1156.34716796875,1105.93687,4.558153302977411
24,16,186,122976,CPU,1156.34716796875,1102.81087,4.854531218825398
24,16,186,122976,CPU,1156.34716796875,1102.10387,4.921795435556368
24,16,186,122976,CPU,1156.34716796875,1124.68187,2.8154893231052185
24,16,186,122976,CPU,1156.34716796875,1103.23587,4.8141380653939425
24,16,186,122976,GPU,130.37637329101562,126.99587,2.6619001791283674
24,16,186,122976,GPU,130.37637329101562,126.99587,2.6619001791283674
24,16,186,122976,GPU,130.37637329101562,126.99587,2.6619001791283674
24,16,186,122976,GPU,130.37637329101562,126.99587,2.6619001791283674
24,16,186,122976,GPU,130.37637329101562,126.99587,2.6619001791283674
24,16,186,122976,GPU,130.37637329101562,126.99587,2.6619001791283674
24,16,186,122976,GPU,130.37637329101562,126.99587,2.6619001791283674
24,16,186,122976,GPU,130.37637329101562,128.01987,1.840732451154362
24,16,186,122976,GPU,130.37637329101562,126.99587,2.6619001791283674
24,16,189,125016,CPU,1174.4637451171875,1107.66394,6.030692406325658
24,16,189,125016,CPU,1174.4637451171875,1106.40894,6.1509630532439
24,16,189,125016,CPU,1174.4637451171875,1110.18394,5.7900139608565775
24,16,189,125016,CPU,1174.4637451171875,1210.55194,-2.981135603550605
24,16,189,125016,CPU,1174.4637451171875,1110.46694,5.763053613931764
24,16,189,125016,CPU,1174.4637451171875,1089.29994,7.818214432031217
24,16,189,125016,CPU,1174.4637451171875,1103.87594,6.394541502298493
24,16,189,125016,CPU,1174.4637451171875,1098.09894,6.954273639239412
24,16,189,125016,CPU,1174.4637451171875,1200.20894,-2.1450594163056715
24,16,189,125016,GPU,131.39881896972656,129.03394,1.832757311546529
24,16,189,125016,GPU,131.39881896972656,129.03394,1.832757311546529
24,16,189,125016,GPU,131.39881896972656,129.03394,1.832757311546529
24,16,189,125016,GPU,131.39881896972656,128.00994,2.6473561113508546
24,16,189,125016,GPU,131.39881896972656,128.00994,2.6473561113508546
24,16,189,125016,GPU,131.39881896972656,128.00994,2.6473561113508546
24,16,189,125016,GPU,131.39881896972656,128.00994,2.6473561113508546
24,16,189,125016,GPU,131.39881896972656,128.00994,2.6473561113508546
24,16,189,125016,GPU,131.39881896972656,128.00994,2.6473561113508546
24,16,192,127080,CPU,1192.7933349609375,1170.79593,1.8788419396826481
24,16,192,127080,CPU,1192.7933349609375,1179.76593,1.1042364107715397
24,16,192,127080,CPU,1192.7933349609375,1293.29093,-7.7706873765102795
24,16,192,127080,CPU,1192.7933349609375,1246.01593,-4.271421717623027
24,16,192,127080,CPU,1192.7933349609375,1182.79493,0.8453202416869912
24,16,192,127080,CPU,1192.7933349609375,1175.24593,1.49308366130121
24,16,192,127080,CPU,1192.7933349609375,1171.44993,1.821964764720034
24,16,192,127080,CPU,1192.7933349609375,1288.16293,-7.40353512882586
24,16,192,127080,CPU,1192.7933349609375,1244.42693,-4.14918656887814
24,16,192,127080,GPU,132.4333038330078,129.03593,2.6328897951197043
24,16,192,127080,GPU,132.4333038330078,129.03593,2.6328897951197043
24,16,192,127080,GPU,132.4333038330078,129.03593,2.6328897951197043
24,16,192,127080,GPU,132.4333038330078,130.05993,1.8248309321770386
24,16,192,127080,GPU,132.4333038330078,129.03593,2.6328897951197043
24,16,192,127080,GPU,132.4333038330078,130.05993,1.8248309321770386
24,16,192,127080,GPU,132.4333038330078,130.05993,1.8248309321770386
24,16,192,127080,GPU,132.4333038330078,129.03593,2.6328897951197043
24,16,192,127080,GPU,132.4333038330078,129.03593,2.6328897951197043
24,16,195,129128,CPU,1210.98095703125,1171.25397,3.3918337140193446
24,16,195,129128,CPU,1210.98095703125,1183.08397,2.357988759770796
24,16,195,129128,CPU,1210.98095703125,1177.32797,2.8584207535008233
24,16,195,129128,CPU,1210.98095703125,1166.58797,3.8053698626131007
24,16,195,129128,CPU,1210.98095703125,1170.50397,3.4580819944805503
24,16,195,129128,CPU,1210.98095703125,1172.11097,3.3162377988195137
24,16,195,129128,CPU,1210.98095703125,1169.00997,3.590301888635726
24,16,195,129128,CPU,1210.98095703125,1169.01897,3.589504371451724
24,16,195,129128,CPU,1210.98095703125,1180.93697,2.544080488161026
24,16,195,129128,GPU,133.4597625732422,130.05397,2.618753255469399
24,16,195,129128,GPU,133.4597625732422,130.05397,2.618753255469399
24,16,195,129128,GPU,133.4597625732422,131.07797,1.8170807598272953
24,16,195,129128,GPU,133.4597625732422,130.05397,2.618753255469399
24,16,195,129128,GPU,133.4597625732422,130.05397,2.618753255469399
24,16,195,129128,GPU,133.4597625732422,131.07797,1.8170807598272953
24,16,195,129128,GPU,133.4597625732422,131.07797,1.8170807598272953
24,16,195,129128,GPU,133.4597625732422,131.07797,1.8170807598272953
24,16,195,129128,GPU,133.4597625732422,130.05397,2.618753255469399
24,16,203,135296,CPU,1265.756591796875,1250.61103,1.2110529520017885
24,16,203,135296,CPU,1265.756591796875,1221.71003,3.6053204701016526
24,16,203,135296,CPU,1265.756591796875,1240.66203,2.0226750871770487
24,16,203,135296,CPU,1265.756591796875,1279.98603,-1.111686992640461
24,16,203,135296,CPU,1265.756591796875,1241.51603,1.9524968837393908
24,16,203,135296,CPU,1265.756591796875,1250.85703,1.1911482639127118
24,16,203,135296,CPU,1265.756591796875,1233.82203,2.5882632195240474
24,16,203,135296,CPU,1265.756591796875,1236.63303,2.3550690536605705
24,16,203,135296,CPU,1265.756591796875,1243.64603,1.7778822320427372
24,16,203,135296,GPU,136.55117797851562,133.12003,2.577484378959057
24,16,203,135296,GPU,136.55117797851562,133.12003,2.577484378959057
24,16,203,135296,GPU,136.55117797851562,133.12003,2.577484378959057
24,16,203,135296,GPU,136.55117797851562,134.14403,1.794450322176573
24,16,203,135296,GPU,136.55117797851562,134.14403,1.794450322176573
24,16,203,135296,GPU,136.55117797851562,133.12003,2.577484378959057
24,16,203,135296,GPU,136.55117797851562,133.12003,2.577484378959057
24,16,203,135296,GPU,136.55117797851562,133.12003,2.577484378959057
24,16,203,135296,GPU,136.55117797851562,133.12003,2.577484378959057
24,16,209,139376,CPU,1301.989501953125,1250.11016,4.1499816266692084
24,16,209,139376,CPU,1301.989501953125,1240.24616,4.978313494889199
24,16,209,139376,CPU,1301.989501953125,1222.75016,6.480419675686237
